number;valid_to;call_sign;category;transmitter_power;applicant_name;applicant_city;applicant_street;applicant_house;applicant_number;enduser_name;enduser_city;enduser_street;enduser_house;enduser_number;station_city;station_street;station_house;station_number;lat;lng
1/K/C/2016;2026-03-16;SP4ZHP;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Bia³ostocka;Bia³ystok;Pa³acowa;3/1;"";Zwi¹zek Harcerstwa Polskiego, Chor¹giew Bia³ostocka;Bia³ystok;Pa³acowa;3/1;"";Bia³ystok;ul. Pu³askiego;96;"";53.122437886;23.1955358301
2/K/C/2016;2026-07-14;SP4YPB;Kategoria1;500;Politechnika Bia³ostocka;Bia³ystok;ul. Wiejska;45A;"";Politechnika Bia³ostocka;Bia³ystok;ul. Wiejska;45A;"";Bia³ystok;ul. Zwierzyniecka;12;913;;
DZC.WML.5101.2248.2017.2;2027-11-15;SP5ZGO;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Siedlce;Woszczerowicza;7;33;;
DZC.WML.5101.2253.2017.3;2027-11-16;HF0ANT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bydgoszcz;Juliana Fa³ata;10;15;53.1149248334;17.9772258146
DZC.WML.5101.1429.2018.3;2028-05-19;SP5CI;Kategoria1;500;Ciechanowskie Stowarzyszenie Krótkofalowców;Ciechanów;17-go Stycznia;60b;"";"";"";"";"";"";Ciechanów;17-go Stycznia;60b;"";;
DC.WML.5101.586.2019.2;2029-02-14;SP7PRA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Radomsko;ul. BrzeŸnicka;5;"";51.1011207797;19.4291511004
DC.WML.5101.3047.2019.2;2029-10-11;SP2PIK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Ko³aczkowo;"";23;"";;
5/K/D/2015;2025-05-26;SP2ZDZ;Kategoria1;500;Chor¹giew Kujawsko-Pomorska Zwi¹zku Harcerstwa Polskiego;Bydgoszcz;ul. Dworcowa;56;"";Klub £¹cznoœci Hufca ZHP Brodnica;Brodnica;Mazurska;28;"";Brodnica;Mazurska;28;"";53.2506354345;19.3995207531
13/K/D/2015;2025-08-20;SP2TMT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Toruñ;Chrobrego;86;"";;
1/K/D/2016;2026-01-15;SP0PZK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Bydgoszcz;ul. Modrzewiowa;25;"";53.1209975745;18.0447200466
3/K/D/2016;2026-02-17;SP2PBM;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Bydgoszcz;Kujawska;48;33;;
8/K/D/2016;2026-04-02;SP2KPD;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;¯nin;ul. Szkolna;12;"";52.8479837378;17.712149289
9/K/D/2016;2026-04-20;SP2KFU;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Radiostacja Klubowa LOK przy Golubsko-Dobrzyñskim Domu Kultury;Golub-Dobrzyñ;ul. Hallera;13;"";Golub-Dobrzyñ;ul. Nowa;8;7;;
10/K/D/2016;2026-04-20;SP2PTU;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców im. Miko³aja Kopernika w Toruniu;Toruñ;Tuwima;9;"";Nowe Dobra;"";96;"";53.363685642;18.4587431848
18/K/D/2016;2026-05-24;SP2PWO;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Radiostacja Klubowa PZK przy W¹brzeskim Domu Kultury;W¹brzeŸno;ul. Wolnoœci;47;"";W¹brzeŸno;ul. Wolnoœci;47;"";;
26/K/D/2016;2026-09-13;SP2KFL;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Klub £¹cznoœci Ligi Obrony Kraju SP2KFL;W³oc³awek;ul. Wronia;23;25;W³oc³awek;ul. Wronia;23;25;52.6520094917;19.0457506168
DZC.WML.5101.368.2018.2;2028-02-06;SP8HACK;Kategoria1;500;Makerspace Lublin;Lublin;Stanis³awa Leszczyñskiego;23;"";"";"";"";"";"";Lublin;Nadbystrzycka;30 N;20;;
0047/K/E/2012;2022-07-24;SP2ZSK;Kategoria1;150;Stowarzyszenie Harcerskie Knieja;GDAÑSK;ul. Kolejowa;4A;7;Stowarzyszenie Harcerskie Knieja;GDAÑSK;ul. Kolejowa;4A;7;GDAÑSK;ul. Kolejowa;4A;7;54.3969519592;18.5673777598
0025/K/E/2015;2025-03-26;SP2KFQ;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Klub £¹cznoœci LOK SP2KFQ;CHOJNICE;ul. Wysoka;3c;211;Chojnice;ul. Wysoka;3c;211;;
0111/K/E/2015;2025-07-09;SP2ZFT;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Gdañska;Gdañsk;Za Murami;2-10;"";Harcerski Klub £¹cznoœci SP2ZFT;MALBORK;ul. Narutowicza;14;"";MALBORK;Plac G. Narutowicza;14;"";54.0213306276;19.0557947458
0129/K/E/2015;2025-08-06;SP2YWL;Kategoria1;500;Miejski Klub Sportowy W³adys³awowo;W³adys³awowo;ul.  1000 Lecia Pañstwa Polskiego;23;3;Miejski Klub Sportowy W³adys³awowo;W³adys³awowo;ul.  1000 Lecia Pañstwa Polskiego;23;3;W£ADYS£AWOWO;ul. Bohaterów Kaszubskich;dzia. 592;5;;
0139/K/E/2015;2025-08-08;SP2PZH;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Studencki Klub Krótkofalowców przy Politechnice Gdañskiej;Gdañsk;ul. Narutowicza;11-12;"";Gdañsk;ul. Narutowicza;11-12;"";54.3969519592;18.5673777598
0003/K/E/2016;2026-03-01;SP2YRY;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"Rodzinny Klub Krótkofalowców ""K-4"" SP2YRY";SULÊCZYNO;ul. Podjazdy;114;"";SULÊCZYNO;Podjazy;114;"";;
0009/K/E/2016;2026-03-05;SP2PMW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"Klub Krótkofalowców 3 Flotylli Okrêtów MW ""B³yskawica"" SP2PMW";GDYNIA;ul. Rondo Bitwy pod Oliw¹;"";"";GDYNIA;ul. Rondo Bitwy pod Oliw¹;"";"";54.5430985348;18.4613145178
0004/K/E/2017;2027-01-28;SP2KFD;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Liga Obrony Kraju;Warszawa;Chocimska;14;"";STAROGARD GDAÑSKI;Zielona;18;"";;
DZC.NET.5101.1.2018.0;2027-01-31;SP2ZIE;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Gdañsk;ul. Beniowskiego;20-22;"";54.3969519592;18.5673777598
0016/K/E/2017;2027-02-08;SP2GWA;Kategoria1;500;Kwidzyñskie Stowarzyszenie Sportowo - Kolekcjonerskie GWARD;KWIDZYN;Mi³osna;18;"";Kwidzyñskie Stowarzyszenie Sportowo - Kolekcjonerskie GWARD;KWIDZYN;Mi³osna;18;"";KWIDZYN;Kamionka;4;"";;
0022/K/E/2017;2027-03-10;SP2KMH;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;TCZEW;Piaskowa;2;"";54.0877874812;18.7847975297
DC.WML.5101.3093.2019.2;2020-11-10;SP0MASR;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Kraków;ul. Powstañców;26;"";;
67/K/G/2015;2025-03-11;SP7PSW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Starachowice;Na Szlakowisku;7a;94;51.0491445036;21.0749304439
63/K/G/2015;2025-11-02;SP7ZDS;Kategoria1;150;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Kielecka;Kielce;Pañska;1a;"";Zwi¹zek Harcerstwa Polskiego, Chor¹giew Kielecka;Kielce;Pañska;1a;"";Starachowice;Harcerska;4;"";;
17/K/G/2016;2026-05-18;SP7PFD;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Starachowice;Graniczna;5;136;51.0513152667;21.0860179735
20/K/G/2016;2026-05-25;SP7PHE;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Opatów;Partyzantów;4;"";;
5/K/G/2016;2026-06-02;SP7PKI;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Kielce;Ks. Piotra Œciegiennego;2;"";50.8527364426;20.6237109014
66/K/G/2016;2026-06-10;SP7PCA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Kielce;Ks. Piotra Œciegiennego;2;"";;
0010/K/G/2016;2026-11-24;SP7POL;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Po³aniec;Ruszczañska;23;"";;
DZC.WML.5101.2303.2017.2;2027-12-07;SP1PBW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Szczecin;Wawrzyniaka;5;"";;
DZC.WML.5101.2305.2017.2;2027-11-28;SP8ZKX;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Ustrzyki Dolne;1 Maja;1;"";49.4291691414;22.5837712807
DZC.WML.5101.124.2018.2;2028-01-12;SP9PJS;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Jastrzêbie-Zdrój;Wojska Polskiego;52;"";;
DZC.WML.5101.369.2018.2;2028-02-06;SP9KVC;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Czerwionka-Leszczyny;3 Maja;44;SITG;50.1587436072;18.6641116502
DC.WML.5101.630.2019.2;2029-02-19;SP6KEO;Kategoria1;500;Polski Zwi¹zek Krótkofalowców Oddzia³ Terenowy nr 11 w Opolu;Opole;Skautów Opolskich;15;XI P;"";"";"";"";"";Prudnik;ul. Prê¿yñska;3/7;"";;
DC.WML.5101.645.2019.2;2020-03-31;SN9C;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Czêstochowa;ul. Ks. Bpa. Teodora Kubiny;54;"";;
DC.WML.5101.646.2019.2;2024-03-12;SP9PEW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Lubliniec;ul. Jana III Sobieskiego;22;"";50.6745242313;18.6570138774
DC.WML.5101.647.2019.2;2024-02-21;SP9PEZ;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Katowice;ul. Jasna;8;1;50.2305138813;18.968470843
DC.WML.5101.648.2019.2;2020-02-21;SP1919PS;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Siemianowice Œl¹skie;ul. Niepodleg³oœci;51;"";;
DC.WML.5101.650.2019.2;2020-02-21;3Z1919PS;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Bytom;ul. Katowicka;35;"";50.3939348648;18.8287455959
DC.WML.5101.3149.2019.2;2020-10-24;SO4R;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Koniewo;Koniewo;20;"";;
181/K/L/2016;2026-09-08;SP7KZK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Sieradzki Klub Krótkofalowców PZK;Sieradz;Taczanowskiego;6/7;"";Sieradz;plac Wojewódzki;3;"";51.5902789878;18.7375254154
153/K/L/2015;2025-05-04;SP7ZEX;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Radio Klub Zgierz;Zgierz;D³uga;42;"";Zgierz;D³uga;42;"";;
156/K/L/2015;2025-07-01;SP7ZHP;Kategoria1;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew £ódzka;£ódŸ;Stefanowskiego;19;"";Klub £¹cznoœci SP7ZHP;£ódŸ;Stefanowskiego;19;"";£ódŸ;Stefanowskiego;19;"";51.7508091425;19.452941374
158/K/L/2015;2025-08-26;SP7TUL;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;£ódŸ;Wólczañska;223;"";;
169/K/L/2015;2025-11-24;SP7SKB;Kategoria1;500;"£ódzkie Stowarzyszenie Mi³oœników Militariów ""KOMPANJA BRUS""";£ódŸ;Konstantynowska;98;"";"£ódzkie Stowarzyszenie Mi³oœników Militariów ""KOMPANJA BRUS""";£ódŸ;Konstantynowska;98;"";£ódŸ;Konstantynowska;98;"";;
176/K/L/2016;2026-04-04;SP7CZK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Klub PZK przy Urzêdzie Wojewódzkim w £odzi;£ódŸ;Piotrkowska;104;"";£ódŸ;Piotrkowska;104;"";51.7644289318;19.4576276722
179/K/L/2016;2021-06-09;SP7PGK;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"Osiedlowy Klub PZK przy SM ""ZARZEW""";£ódŸ;Przêdzalniana;102/104;"";£ódŸ;Przêdzalniana;102/104;"";51.7465194045;19.4876538115
182/K/L/2016;2026-10-09;SP7YDD;Kategoria1;500;Klub Krótkofalowców £ódŸ - Mazury;£ódŸ;Pacanowskiej;8;32;Klub Krótkofalowców £ódŸ - Mazury;£ódŸ;Pacanowskiej;8;32;£ódŸ;Pacanowskiej;8;32;;
183/K/L/2016;2026-11-03;SP7PL;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Skierniewicki Klub Krótkofalowców;Skierniewice;Szarych Szeregów;6;"";Skierniewice;Szarych Szeregów;6;"";51.9755842723;20.1504497289
DZC.WML.5101.2310.2017.2;2027-12-06;SP6PCB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców Oddzia³ Terenowy nr 11 w Opolu;Opole;Skautów Opolskich;15;XI P;"";"";"";"";"";Brzeg;Starobrzeska;24C;"";;
DZC.WML.5101.2316.2017.2;2027-11-28;SP8KEZ;Kategoria1;500;Stowarzyszenie Krótkofalowców i Radioamatorów;Œwidnik;K.K.Baczyñskiego;6;6a;"";"";"";"";"";Œwidnik;K.K.Baczyñskiego;6;6a;49.5910839824;20.5349848848
DZC.WML.5101.2321.2017.2;2027-11-29;SP9PDG;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";D¹browa Górnicza;Legionów Polskich;69;"";;
DC.WML.5101.3225.2019.2;2020-11-30;SN6F;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Trzebnica;"";"";"";51.3111806551;17.0562004467
1/K/K/2015;2025-11-10;SP8KIT;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";"Klub £¹cznoœci LOK SP8KIT przy Spó³dzielczym Klubie Kultury ""S³oneczko""";Hrubieszów;ul. Polna;19;"";Hrubieszów;ul. Polna;19;"";;
1/K/K/2016;2026-12-22;SP8KAF;Kategoria1;500;Liga Obrony Kraju;Warszawa;Chocimska;14;"";Lubelska Organizacja Wojewódzka LOK w Lublinie;Lublin;ul. Na³êczowska;25;"";Lublin;ul. Na³êczowska;25;"";;
1/K/K/2017;2027-01-16;SP0PGA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Lubelski Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Wojciechów;"";177;"";£uków;ul. Unitów Podlaskich;2;91;51.5757479795;14.8899465561
4/K/M/2010;2020-07-19;SP0CFF;Kategoria1;500;Towarzystwo Turystyczne i Historyczne im. Roberta Dorra;Suchacz-Zamek;Wielmo¿y;5B;"";Towarzystwo Turystyczne i Historyczne im. Roberta Dorra;Suchacz-Zamek;Wielmo¿y;5B;"";Suchacz-Zamek;Wielmo¿y;5B;"";;
7/K/M/2016;2026-07-19;SP4POB;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Barczewko;"";133;"";53.8459024396;20.6049364748
8/K/M/2016;2026-07-14;SP4PIN;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Olsztyn;Ba³tycka;37A;"";53.7834115822;20.4544602453
9/K/M/2016;2026-07-14;SP4PND;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Koniewo;"";20;"";;
1/K/M/2017;2027-02-02;SP4PXX;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Olsztyñski Oddzia³ Polskiego Zwi¹zku Krótkofalowców;Olsztyn;Ba³tycka;37A;"";Bukwa³d;"";51B;"";53.868356698;20.3756597697
2/K/M/2017;2027-02-02;SP4PAL;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Olsztyñski Oddzia³ Polskiego Zwi¹zku Krótkofalowców;Olsztyn;Ba³tycka;37A;"";Braniewo;Moniuszki;9A;"";54.3784002035;19.8266809002
36/K/T/2015;2025-06-09;SP6ZJP;Kategoria1;500;Stowarzyszenie Krótkofalowców Pogórza Opawskiego;G³ubczyce;ul. Wi¹zowa;7;"";Stowarzyszenie Krótkofalowców Pogórza Opawskiego;G³ubczyce;ul. Wi¹zowa;7;"";G³ubczyce;ul. Koœciuszki;24;"";;
38/K/T/2015;2025-08-10;SP9KDA;Kategoria1;500;Polski Zwi¹zek Krótkofalowców Oddzia³ Terenowy nr 11 w Opolu;Opole;Skautów Opolskich;15;XI P;Klub £¹cznoœci LOK SP9KDA w Oleœnie;Olesno;Wielkie Przedmieœcie;51;"";Olesno;ul. Wielkie Przedmieœcie;51;"";50.8793163817;18.4258852568
41/K/T/2016;2026-05-02;SP6KEP;Kategoria1;500;Polski Zwi¹zek Krótkofalowców Oddzia³ Terenowy nr 11 w Opolu;Opole;Skautów Opolskich;15;XI P;Klub £¹cznoœci SP6KEP w Leœnicy;Leœnica;ul. Goreckiego;21;"";Leœnica;ul. Goreckiego;21;"";;
DZC.WML.5101.770.2018.2;2028-03-12;SP6PRT;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wroc³aw;Pretficza;14-16;"";51.0906839393;17.0127152519
DC.WML.5101.690.2019.2;2029-02-22;SP1ZZW;Kategoria1;500;Chor¹giew Zachodniopomorska Zwi¹zku Harcerstwa Polskiego;Szczecin;ul. Ogiñskiego;15;"";"";"";"";"";"";Œwinoujœcie;ul. Matejki;43;127;;
DC.WML.5101.711.2019.3;2020-04-27;HF1CHO;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Chojna;ul. Jagielloñska;2;"";52.9509476276;14.4414243043
DC.WML.5101.712.2019.2;2020-04-01;3Z1K;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Barlinek;ul. Podwale;9;"";;
DC.WML.5101.713.2019.2;2029-02-27;SP1ZCV;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Szczecin;ul. Ogiñskiego;15;"";53.4768819051;14.4802928997
DC.WML.5101.717.2019.2;2020-02-27;SN9D;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Œwierklany;ul. Paryteczna;40;"";;
DC.WML.5101.757.2019.2;2020-02-28;SN0SOLARIS;Dodatkowe;500;Ma³opolskie Stowarzyszenie Krótkofalowców, Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców w Krakowie;Kraków;Basztowa;15;17;"";"";"";"";"";Kraków;ul. Czerwone Maki;98;"";50.028622114;19.8573023696
DC.WML.5101.3266.2019.2;2029-11-14;SP2PTL;Kategoria1;500; Stowarzyszenie Grup Ratownictwa i £¹cznoœci;Banino;ul. Przenna;171;"";"";"";"";"";"";Banino;ul. Pszenna;171;"";;
DC.WML.5101.3271.2019.2;2020-11-14;SN7H;Dodatkowe;1500;Towarzystwo Przyjació³ Fal Krótkich;£ódŸ;ul. Tatrzañska;98;26;"";"";"";"";"";Grabina;"";34;"";52.3628046759;21.0174320745
DC.WML.5101.3321.2019.2;2020-11-22;SP3ZCS;Dodatkowe;500;Zwi¹zek Harcerstwa Polskiego, Chor¹giew Wielkopolska;Poznañ;ul. Œw. Marcin;80/82;"";"";"";"";"";"";Poznañ;ul. Promyk;4;"";;
DC.WML.5101.3325.2019.2;2020-11-22;SN10CWO;Dodatkowe;1500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Œwierklany;ul. Parytetyczna;40;"";50.0212922037;18.567636974
DZC.WML.5101.772.2018.2;2028-03-12;SP6PSR;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;"";"";"";"";"";Wroc³aw;Kasztanowa;25;"";;
13/K/N/2011;2021-12-31;SP3PJA;Kategoria1;150;STOWARZYSZENIE KRÓTKOFALOWCÓW ZIEMI JAROCIÑSKIEJ;JAROCIN;KAZIMIERZA WIELKIEGO;14;B;STOWARZYSZENIE KRÓTKOFALOWCÓW ZIEMI JAROCIÑSKIEJ;JAROCIN;KAZIMIERZA WIELKIEGO;14;B;JAROCIN;KAZIMIERZA WIELKIEGO;14;B;51.9573567471;17.5189890737
5/K/N/2013;2023-02-09;SP3YDE;Kategoria1;500;"UCZNIOWSKI KLUB SPORTOWY ""AMATOR SP3YDE"" GNIEZNO";GNIEZNO;STAROWIEJSKA;53;"";"UCZNIOWSKI KLUB SPORTOWY ""AMATOR SP3YDE"" GNIEZNO";GNIEZNO;STAROWIEJSKA;53;"";GNIEZNO;STAROWIEJSKA;53;"";;
12/K/N/2013;2023-08-27;SP3YAD;Kategoria1;150;S£UPECKI KLUB KRÓTKOFALARSKI SP3YAD;S£UPCA;ORZESZKOWEJ;3A;3;S£UPECKI KLUB KRÓTKOFALARSKI SP3YAD;S£UPCA;ORZESZKOWEJ;3A;3;S£UPCA;ORZESZKOWEJ;3A;3;52.2933379443;17.8768403712
2/K/N/2015;2025-06-14;SP3YPX;Kategoria1;500;RODZINNY KLUB KRÓTKOFALOWCÓW;PI£A;£OWIECKA;4;11;RODZINNY KLUB KRÓTKOFALOWCÓW;PI£A;£OWIECKA;4;11;PI£A;£OWIECKA;4;11;;
3/K/N/2015;2025-11-14;SN3PPW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;TERENOWY KLUB KRÓTKOFALARSKI;KRZEMIENIEWO;WIEJSKA;182;"";KRZEMIENIEWO;WIEJSKA;182;"";51.8590260324;16.8287048163
4/K/N/2015;2025-12-31;SP3PEM;Kategoria1;150;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;WIELKOPOLSKA AMATORSKA SIEÆ RATUNKOWA PZK;OSTRÓW WIELKOPOLSKI;KWIATOWA;7;2;OSTRÓW WIELKOPOLSKI;KWIATOWA;7;2;;
1/K/N/2016;2026-02-04;SP3YEE;Kategoria1;500;Poznañskie Stowarzyszenie Radioamatorów i Mi³oœników Nowych Technologii SP3YEE;Poznañ;Os. Boles³awa Œmia³ego;36;"";Poznañskie Stowarzyszenie Radioamatorów i Mi³oœników Nowych Technologii SP3YEE;Poznañ;Os. Boles³awa Œmia³ego;36;"";POZNAÑ;OS.B.ŒMIA£EGO;36;"";52.3697009787;16.8893436601
2/K/N/2016;2026-02-09;HF3MDW;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;KLUB KRÓTKOFALARSKI MDW;D¥BCZE;"";13;"";D¥BCZE;"";13;"";;
DZC.NET.5101.1.2019.0;2026-02-14;SP3PGS;Kategoria1;500;Polski Zwi¹zek Krótkofalowców;Warszawa;Augustyna Kordeckiego;66;U1;Sudecki Oddzia³ Terenowy Polskiego Zwi¹zku Krótkofalowców;Kamienna Góra;Piastowska;3;"";KROBIA;¯EROMSKIEGO;3;"";;
4/K/N/2016;2026-02-17;SP3PET;Kategoria1;150;POLITECHNIKA POZNAÑSKA - WYDZIA£ ELEKTRONIKI I TELEKOMUNIKACJI;POZNAÑ;PL. SK£ODOWSKIEJ-CURIE;5;"";POLITECHNIKA POZNAÑSKA - WYDZIA£ ELEKTRONIKI I TELEKOMUNIKACJI;POZNAÑ;PL. SK£ODOWSKIEJ-CURIE;5;"";POZNAÑ;POLANKA;3;"";52.3993538927;16.960945412
